label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
Name,0.5122075080871582,0.5810641646385193,0.6366796493530273,0.6680783033370972,0.6991063356399536,0.577667236328125,0.5954023599624634,0.6050963997840881,0.6119930148124695,0.535323977470398,0.542043924331665,0.5446322560310364,0.5439770221710205,0.49688684940338135,0.4890965521335602,0.48629480600357056,0.4841839671134949,0.4596763253211975,0.43900927901268005,0.42624998092651367,0.4164850115776062,0.6646243333816528,0.6233633756637573,0.5491220951080322,0.4800936281681061,0.4282386302947998,0.413757860660553,0.3085639476776123,0.24466490745544434,0.18924278020858765,0.40751755237579346,0.29569345712661743,0.2232130914926529,0.16364723443984985,0.42173993587493896,0.3221368193626404,0.2580692172050476,0.20356950163841248,0.4534933865070343,0.375138521194458,0.32263094186782837,0.27205753326416016,5.012757355871145e-07,-0.030119959264993668,-0.04374563321471214,-0.0559026263654232,-0.0677829384803772,-0.025772782042622566,-0.04747437313199043,-0.06485670059919357,-0.07689546793699265,-0.027269836515188217,-0.045769102871418,-0.06198279187083244,-0.07382524013519287,-0.032848555594682693,-0.05166580155491829,-0.06525591015815735,-0.07416634261608124,-0.04164652153849602,-0.060556042939424515,-0.06969898194074631,-0.07471392303705215
Name,0.503800630569458,0.5734152793884277,0.6293736696243286,0.6606695652008057,0.6909324526786804,0.5728633403778076,0.589173436164856,0.598804235458374,0.6058762669563293,0.5303497314453125,0.5342919826507568,0.5356235504150391,0.5349288582801819,0.4911858141422272,0.48408880829811096,0.48182442784309387,0.48037993907928467,0.4524238407611847,0.4329151511192322,0.42082831263542175,0.4114484190940857,0.6564913392066956,0.6178348064422607,0.543507993221283,0.4737946093082428,0.4248516857624054,0.4070790410041809,0.3024834990501404,0.23874540627002716,0.18324404954910278,0.3990055322647095,0.2858182191848755,0.21502211689949036,0.15693020820617676,0.41125696897506714,0.3112424612045288,0.2475641816854477,0.19403767585754395,0.44175443053245544,0.363262414932251,0.3113097846508026,0.26221567392349243,4.813614395970944e-07,-0.03021029755473137,-0.04291179031133652,-0.05417041853070259,-0.06506353616714478,-0.023610595613718033,-0.045232538133859634,-0.06306897848844528,-0.07537396252155304,-0.02481957897543907,-0.04270283132791519,-0.05857817456126213,-0.06992251425981522,-0.030193420127034187,-0.04805099219083786,-0.06035289168357849,-0.0681658685207367,-0.038989078253507614,-0.056420423090457916,-0.0639142319560051,-0.06759396195411682
Name,0.4988595247268677,0.568769097328186,0.6242245435714722,0.654974639415741,0.6883310079574585,0.5675448179244995,0.5836533904075623,0.5929641127586365,0.5999759435653687,0.5245362520217896,0.5292683839797974,0.5306103825569153,0.5297820568084717,0.4855479896068573,0.4788103699684143,0.4767383933067322,0.47529172897338867,0.4473533034324646,0.4269707202911377,0.4144608974456787,0.40459510684013367,0.6551027297973633,0.6169962882995605,0.5410093069076538,0.4703809916973114,0.4232020974159241,0.4031250774860382,0.30100005865097046,0.23848338425159454,0.18403750658035278,0.3954922556877136,0.2848658859729767,0.21542438864707947,0.15864688158035278,0.40889978408813477,0.3093634843826294,0.24622595310211182,0.19205352663993835,0.4407433867454529,0.36232101917266846,0.30985307693481445,0.2589762806892395,4.523633094777324e-07,-0.031212512403726578,-0.04403484985232353,-0.055090878158807755,-0.06589888036251068,-0.025029543787240982,-0.045424915850162506,-0.06243700534105301,-0.07480798661708832,-0.025803832337260246,-0.04299373924732208,-0.05863577499985695,-0.07029519975185394,-0.03070789948105812,-0.048791445791721344,-0.06192905828356743,-0.0706946924328804,-0.038996368646621704,-0.05754610523581505,-0.0664818286895752,-0.07150822877883911
Name,0.4933343827724457,0.5634765625,0.6188096404075623,0.6518454551696777,0.6863213777542114,0.5605903267860413,0.5770211219787598,0.5859492421150208,0.5923751592636108,0.5180763602256775,0.5230281352996826,0.5237132906913757,0.5216180086135864,0.4793229401111603,0.4732978940010071,0.4714847505092621,0.4697718620300293,0.44084084033966064,0.42130762338638306,0.4096940755844116,0.40051907300949097,0.6618836522102356,0.6233033537864685,0.5476384162902832,0.4755428433418274,0.4264032244682312,0.410555899143219,0.3083520531654358,0.24665892124176025,0.1920159012079239,0.40238410234451294,0.28936588764190674,0.21978965401649475,0.16222932934761047,0.4156811833381653,0.31494754552841187,0.2531813383102417,0.20007945597171783,0.44746026396751404,0.36927086114883423,0.3178326487541199,0.267921507358551,4.504859703047259e-07,-0.031729601323604584,-0.044902097433805466,-0.05633249133825302,-0.06759148836135864,-0.02450237050652504,-0.04512646794319153,-0.06262117624282837,-0.07531441748142242,-0.025366274639964104,-0.042983584105968475,-0.05922027304768562,-0.07107441872358322,-0.030394498258829117,-0.04891097918152809,-0.061884041875600815,-0.07037372887134552,-0.03881710022687912,-0.05701115354895592,-0.06499373912811279,-0.06935258209705353
Name,0.49335551261901855,0.5630745887756348,0.619267463684082,0.6517511010169983,0.68586266040802,0.5606560707092285,0.5766334533691406,0.5849942564964294,0.5911325812339783,0.5187159180641174,0.5227974057197571,0.5233800411224365,0.5211836695671082,0.4805561602115631,0.4741661548614502,0.4724937081336975,0.4707329273223877,0.4426361918449402,0.42261257767677307,0.41067156195640564,0.40096402168273926,0.6632986664772034,0.6240599155426025,0.5473985075950623,0.4760185480117798,0.42801129817962646,0.4113966226577759,0.30932480096817017,0.24744124710559845,0.19288785755634308,0.40389615297317505,0.2912434935569763,0.2200518548488617,0.16144287586212158,0.4175707697868347,0.3168461322784424,0.2544596493244171,0.2016020268201828,0.4492019712924957,0.3709014058113098,0.31938132643699646,0.269788920879364,4.31360206221143e-07,-0.03006921149790287,-0.04247000440955162,-0.053405992686748505,-0.06429385393857956,-0.023437367752194405,-0.043665286153554916,-0.060951922088861465,-0.07358226925134659,-0.025004945695400238,-0.04249299690127373,-0.059036985039711,-0.07136965543031693,-0.030579864978790283,-0.04891631007194519,-0.06264571845531464,-0.07185081392526627,-0.03940338268876076,-0.057819467037916183,-0.06677965819835663,-0.07195288687944412
Name,0.4930759072303772,0.5635137557983398,0.6179684400558472,0.6495496034622192,0.6849254965782166,0.5581973195075989,0.5743030309677124,0.5830855369567871,0.589225709438324,0.5166029334068298,0.5215985178947449,0.5221758484840393,0.5195693373680115,0.47873857617378235,0.47185859084129333,0.4693349599838257,0.46705713868141174,0.440708190202713,0.41891154646873474,0.4059993624687195,0.39589592814445496,0.668860912322998,0.6300421953201294,0.5541883111000061,0.48125553131103516,0.431631863117218,0.4180939197540283,0.3129538595676422,0.24919244647026062,0.19402161240577698,0.40996089577674866,0.29462283849716187,0.2225884050130844,0.1640835404396057,0.42316004633903503,0.32165011763572693,0.25862324237823486,0.20536820590496063,0.45479995012283325,0.376918226480484,0.3245837092399597,0.2739543914794922,4.5604187448589073e-07,-0.03152528777718544,-0.04459735006093979,-0.05600130930542946,-0.06718426942825317,-0.02441014163196087,-0.044707298278808594,-0.06135013327002525,-0.07345853000879288,-0.025457030162215233,-0.04338238388299942,-0.05979415029287338,-0.07176448404788971,-0.030635206028819084,-0.0498245470225811,-0.06381232291460037,-0.07297955453395844,-0.03909911960363388,-0.058202482759952545,-0.0673367977142334,-0.07254491746425629
Name,0.49200350046157837,0.5610386729240417,0.6167874932289124,0.6484372615814209,0.6801927089691162,0.5568878054618835,0.5710418224334717,0.5784608721733093,0.583716630935669,0.5149646401405334,0.5192557573318481,0.5198979377746582,0.5176435112953186,0.476924329996109,0.4690455496311188,0.4655664563179016,0.46267542243003845,0.4393053650856018,0.4182378947734833,0.40566492080688477,0.3956800401210785,0.6682533621788025,0.6270910501480103,0.5520297288894653,0.4815196990966797,0.4309079349040985,0.41947436332702637,0.3157460391521454,0.25312185287475586,0.19822008907794952,0.4125179052352905,0.29771745204925537,0.22700461745262146,0.16925150156021118,0.4267246425151825,0.324412077665329,0.2588095963001251,0.20250925421714783,0.45905041694641113,0.38135644793510437,0.3297021985054016,0.279959112405777,4.3067913679806225e-07,-0.02980498969554901,-0.043307118117809296,-0.05535462498664856,-0.06762676686048508,-0.027034282684326172,-0.04860224202275276,-0.06592374294996262,-0.07840067148208618,-0.02922694943845272,-0.047863248735666275,-0.06435462087392807,-0.07655772566795349,-0.03521468862891197,-0.05423843115568161,-0.06856503337621689,-0.07844327390193939,-0.044274430721998215,-0.06314224749803543,-0.07249241322278976,-0.07816902548074722
Name,0.491366982460022,0.5612319707870483,0.6169025301933289,0.6487306356430054,0.6811715960502625,0.5570661425590515,0.5712794065475464,0.5789127349853516,0.5843012928962708,0.5147017240524292,0.5175308585166931,0.5181481838226318,0.5162954926490784,0.4765132665634155,0.4673869013786316,0.4639211595058441,0.4612933397293091,0.4391905963420868,0.4173969328403473,0.40452322363853455,0.39462995529174805,0.667945921421051,0.6275613307952881,0.5523787140846252,0.4814987778663635,0.43166065216064453,0.41985249519348145,0.3158853352069855,0.2529809772968292,0.19796139001846313,0.4130159914493561,0.29767102003097534,0.22701053321361542,0.1694658398628235,0.42705854773521423,0.32482433319091797,0.25863295793533325,0.20218788087368011,0.45899754762649536,0.38064679503440857,0.3282288610935211,0.2777690887451172,4.3542019056985737e-07,-0.02942628227174282,-0.04264083132147789,-0.05444515123963356,-0.06645426154136658,-0.026397990062832832,-0.04801245406270027,-0.06541229784488678,-0.07790351659059525,-0.028599407523870468,-0.04727547988295555,-0.0637492686510086,-0.07583940029144287,-0.03458809852600098,-0.05370602011680603,-0.06785866618156433,-0.07744171470403671,-0.0436282642185688,-0.06265918910503387,-0.07200129330158234,-0.07748793065547943
Name,0.4911680817604065,0.5617038011550903,0.6167747974395752,0.6484073400497437,0.6815478801727295,0.5549164414405823,0.5689918398857117,0.5767933130264282,0.5820525884628296,0.5129697918891907,0.5175877809524536,0.5179682374000549,0.5151429772377014,0.47494107484817505,0.4673750400543213,0.46412721276283264,0.4614790081977844,0.43721041083335876,0.4161912798881531,0.40436387062072754,0.39577868580818176,0.6749825477600098,0.635452926158905,0.5593738555908203,0.48686692118644714,0.4356034994125366,0.422807514667511,0.3174411654472351,0.2543126046657562,0.19948291778564453,0.4159585237503052,0.29962748289108276,0.2284083515405655,0.17102116346359253,0.4305321276187897,0.32759585976600647,0.261691153049469,0.20586740970611572,0.4635031521320343,0.3842200040817261,0.33133894205093384,0.2805575132369995,4.499379429034889e-07,-0.030789708718657494,-0.04377906024456024,-0.05511649325489998,-0.06643872708082199,-0.02499295398592949,-0.045900728553533554,-0.06295376271009445,-0.07526577264070511,-0.026545530185103416,-0.0449458546936512,-0.061729103326797485,-0.07391363382339478,-0.03211813420057297,-0.05148279666900635,-0.06611794978380203,-0.07579999417066574,-0.0408443957567215,-0.06024262309074402,-0.06984346359968185,-0.0753667876124382
Name,0.4908590018749237,0.5614582896232605,0.6172080636024475,0.6497177481651306,0.6840574741363525,0.5550085306167603,0.5706310272216797,0.5790770053863525,0.5852090120315552,0.5124552845954895,0.5167441368103027,0.5179728865623474,0.516520619392395,0.4739890694618225,0.46720632910728455,0.46478748321533203,0.46301817893981934,0.4362523555755615,0.41474661231040955,0.40198200941085815,0.3918558955192566,0.6779390573501587,0.6344414353370667,0.5584550499916077,0.48690065741539,0.43590378761291504,0.4241616427898407,0.31825655698776245,0.2538878321647644,0.1969200074672699,0.4176863431930542,0.30253899097442627,0.2291537970304489,0.16827169060707092,0.4327159523963928,0.329728364944458,0.2636975944042206,0.2079009711742401,0.46588021516799927,0.3862050473690033,0.33188438415527344,0.2800964117050171,4.730350440240727e-07,-0.031086338683962822,-0.04517216980457306,-0.05780709534883499,-0.07053475826978683,-0.026606766507029533,-0.04884738102555275,-0.06718342006206512,-0.08028654754161835,-0.028550049290060997,-0.047624874860048294,-0.06508871167898178,-0.07799366116523743,-0.034488532692193985,-0.053994953632354736,-0.06833390891551971,-0.07788108289241791,-0.04373176395893097,-0.063235804438591,-0.07262108474969864,-0.07792262732982635
Name,0.4869246184825897,0.5570803880691528,0.6112690567970276,0.6428539752960205,0.6772565245628357,0.5486392974853516,0.5628474354743958,0.569942831993103,0.5754633545875549,0.5051016807556152,0.5071218013763428,0.5075867176055908,0.5065850615501404,0.4660035967826843,0.456726610660553,0.4538671374320984,0.4527994990348816,0.4282844662666321,0.40697818994522095,0.3940526843070984,0.38457760214805603,0.6678813695907593,0.6248417496681213,0.5460700392723083,0.4730761647224426,0.42246440052986145,0.4113141894340515,0.3064715564250946,0.24200110137462616,0.18616369366645813,0.404999703168869,0.2914506793022156,0.2181764543056488,0.15754157304763794,0.4202338755130768,0.317657470703125,0.25105005502700806,0.19357988238334656,0.45428165793418884,0.3744186758995056,0.3198680877685547,0.26743805408477783,5.061277192908165e-07,-0.03193794935941696,-0.046031057834625244,-0.058567553758621216,-0.07089939713478088,-0.025740083307027817,-0.04781516641378403,-0.06572815775871277,-0.07848774641752243,-0.027003562077879906,-0.04641878232359886,-0.0632702112197876,-0.07536758482456207,-0.03258778154850006,-0.05267685279250145,-0.06646919250488281,-0.07522677630186081,-0.041584957391023636,-0.061544399708509445,-0.07088320702314377,-0.07584265619516373
Name,0.48692646622657776,0.5572003722190857,0.6116664409637451,0.6425926685333252,0.6772844791412354,0.5466741919517517,0.5611026287078857,0.5687063336372375,0.573650598526001,0.5043903589248657,0.507836103439331,0.5073593258857727,0.504132091999054,0.4665273427963257,0.45972052216529846,0.4568020701408386,0.4543377757072449,0.42916613817214966,0.40779784321784973,0.39381229877471924,0.3821725845336914,0.6672513484954834,0.6243137121200562,0.5452451705932617,0.47147127985954285,0.42151057720184326,0.41010209918022156,0.3057861924171448,0.24050576984882355,0.1840401291847229,0.4038340151309967,0.2891162633895874,0.21531513333320618,0.15548044443130493,0.41963106393814087,0.317976713180542,0.25130724906921387,0.19519227743148804,0.45418596267700195,0.37737199664115906,0.32400527596473694,0.27297157049179077,4.861248612542113e-07,-0.032378412783145905,-0.04558359459042549,-0.05690829083323479,-0.06806075572967529,-0.024456437677145004,-0.04523032531142235,-0.06297040730714798,-0.07589063793420792,-0.025092529132962227,-0.04309723526239395,-0.06013936921954155,-0.072711281478405,-0.02999667264521122,-0.049078259617090225,-0.06405598670244217,-0.07398174703121185,-0.038307517766952515,-0.057881928980350494,-0.06795671582221985,-0.07370637357234955
Name,0.49348220229148865,0.564408540725708,0.620805561542511,0.6518197059631348,0.6844654679298401,0.5546213388442993,0.5695111751556396,0.5767142176628113,0.5811664462089539,0.5112611651420593,0.5149157643318176,0.5159558057785034,0.513660192489624,0.4725211262702942,0.46458032727241516,0.462351530790329,0.46075546741485596,0.43511223793029785,0.4143187403678894,0.4031986892223358,0.3951183259487152,0.6725785732269287,0.6275376081466675,0.551050066947937,0.4801752269268036,0.43099555373191833,0.41706717014312744,0.3140009641647339,0.25085583329200745,0.19520904123783112,0.4101092219352722,0.2931745648384094,0.2209336906671524,0.16204556822776794,0.4245414435863495,0.32011252641677856,0.2548503279685974,0.20053072273731232,0.45712658762931824,0.37697505950927734,0.3238444924354553,0.2744833827018738,4.592275786308164e-07,-0.028665341436862946,-0.041821252554655075,-0.05399584025144577,-0.06637699156999588,-0.022410234436392784,-0.04402190074324608,-0.062608502805233,-0.07573966681957245,-0.025455163791775703,-0.04379238933324814,-0.06088763475418091,-0.0731627345085144,-0.03237294405698776,-0.050534725189208984,-0.06369749456644058,-0.07229852676391602,-0.042498860508203506,-0.059957876801490784,-0.0675087571144104,-0.07146091759204865
